Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2019,4,Capital Federal,197.0,1.0,36.0,4.0,29.0,1.0
2019,4,Catamarca,23.0,3.0,10.0,261.0,2.0,38.0
2019,4,Chaco,49.0,54.0,9.0,5.0,2.0,118.0
2019,4,Chubut,47.0,27.0,1.0,15.0,5.0,96.0
2019,4,Córdoba,297.0,410.0,53.0,38.0,9.0,807.0
2019,4,Corrientes,53.0,52.0,2.0,2.0,5.0,114.0
2019,4,Entre Ríos,93.0,99.0,13.0,19.0,15.0,239.0
2019,4,Formosa,22.0,9.0,2.0,15.0,169.0,47.0
2019,4,Jujuy,33.0,38.0,873.0,814.0,17.0,89.0
2019,4,La Pampa,15.0,57.0,5.0,11.0,2.0,90.0
2019,4,La Rioja,14.0,35.0,0.0,251.0,29.0,49.0
2019,4,Mendoza,97.0,50.0,25.0,14.0,730.0,186.0
2019,4,Misiones,53.0,70.0,847.0,441.0,12.0,136.0
2019,4,Neuquén,30.0,61.0,11.0,14.0,854.0,116.0
2019,4,Río Negro,50.0,38.0,10.0,11.0,18.0,127.0
2019,4,Salta,63.0,76.0,22.0,3.0,8.0,172.0
2019,4,San Juan,41.0,6.0,5.0,7.0,5.0,65.0
2019,4,San Luis,9.0,8.0,6.0,55.0,36.0,108.0
2019,4,Santa Cruz,13.0,16.0,1.0,7.0,2.0,39.0
2019,4,Santa Fe,312.0,382.0,27.0,27.0,20.0,769.0
2019,4,Santiago Del Estero,25.0,71.0,200.0,3.0,5.0,104.0
2019,4,Tierra Del Fuego,13.0,27.0,0.0,0.0,310.0,40.0
2019,4,Tucumán,147.0,11.0,40.0,725.0,348.0,199.0
2019 *,3 *,Buenos Aires,1.0,2.0,425.0,86.0,27.0,4.0
2019 *,3 *,Capital Federal,300.0,1.0,25.0,4.0,31.0,1.0
2019 *,3 *,Catamarca,24.0,6.0,13.0,244.0,2.0,32.0
2019 *,3 *,Chaco,50.0,49.0,8.0,5.0,2.0,114.0
2019 *,3 *,Chubut,37.0,27.0,2.0,15.0,8.0,89.0
2019 *,3 *,Córdoba,308.0,399.0,30.0,37.0,9.0,783.0
2019 *,3 *,Corrientes,53.0,50.0,2.0,2.0,5.0,113.0
2019 *,3 *,Entre Ríos,95.0,96.0,13.0,19.0,15.0,238.0
2019 *,3 *,Formosa,22.0,8.0,1.0,14.0,162.0,46.0
2019 *,3 *,Jujuy,33.0,36.0,274.0,812.0,17.0,87.0
2019 *,3 *,La Pampa,19.0,53.0,5.0,11.0,2.0,91.0
2019 *,3 *,La Rioja,14.0,35.0,11.0,251.0,41.0,50.0
2019 *,3 *,Mendoza,149.0,54.0,7.0,13.0,2.0,224.0
2019 *,3 *,Misiones,54.0,66.0,829.0,419.0,12.0,134.0
2019 *,3 *,Neuquén,43.0,60.0,6.0,14.0,3.0,125.0
2019 *,3 *,Río Negro,67.0,37.0,10.0,11.0,19.0,144.0
2019 *,3 *,Salta,66.0,74.0,733.0,2.0,9.0,152.0
2019 *,3 *,San Juan,52.0,7.0,1.0,7.0,6.0,73.0
2019 *,3 *,San Luis,13.0,11.0,350.0,62.0,36.0,123.0
2019 *,3 *,Santa Cruz,11.0,17.0,969.0,7.0,3.0,38.0
2019 *,3 *,Santa Fe,319.0,377.0,19.0,24.0,21.0,761.0
2019 *,3 *,Santiago Del Estero,25.0,71.0,219.0,3.0,34.0,133.0
2019 *,3 *,Tierra Del Fuego,20.0,27.0,651.0,0.0,1.0,49.0
2019 *,3 *,Tucumán,151.0,12.0,116.0,684.0,324.0,164.0
2019 *,2 *,Buenos Aires,1.0,2.0,383.0,75.0,33.0,4.0
2019 *,2 *,Capital Federal,310.0,1.0,36.0,4.0,4.0,1.0
2019 *,2 *,Catamarca,26.0,6.0,13.0,146.0,2.0,34.0
2019 *,2 *,Chaco,51.0,47.0,4.0,5.0,2.0,109.0
2019 *,2 *,Chubut,37.0,26.0,2.0,14.0,8.0,88.0
2019 *,2 *,Córdoba,315.0,388.0,23.0,34.0,15.0,775.0
2019 *,2 *,Corrientes,54.0,47.0,2.0,2.0,6.0,112.0
2019 *,2 *,Entre Ríos,97.0,91.0,13.0,17.0,18.0,236.0
2019 *,2 *,Formosa,22.0,9.0,1.0,14.0,162.0,46.0
2019 *,2 *,Jujuy,33.0,31.0,274.0,812.0,22.0,87.0
2019 *,2 *,La Pampa,19.0,52.0,5.0,11.0,3.0,90.0
2019 *,2 *,La Rioja,15.0,35.0,11.0,251.0,41.0,50.0
2019 *,2 *,Mendoza,149.0,54.0,7.0,13.0,2.0,224.0
2019 *,2 *,Misiones,55.0,64.0,543.0,421.0,12.0,133.0
2019 *,2 *,Neuquén,43.0,59.0,5.0,13.0,3.0,123.0
2019 *,2 *,Río Negro,68.0,37.0,4.0,10.0,20.0,139.0
2019 *,2 *,Salta,69.0,62.0,725.0,1.0,9.0,143.0
2019 *,2 *,San Juan,52.0,7.0,1.0,3.0,7.0,70.0
2019 *,2 *,San Luis,11.0,10.0,347.0,57.0,38.0,117.0
2019 *,2 *,Santa Cruz,11.0,10.0,379.0,7.0,3.0,31.0
2019 *,2 *,Santa Fe,325.0,355.0,18.0,22.0,23.0,743.0
2019 *,2 *,Santiago Del Estero,24.0,65.0,219.0,3.0,35.0,127.0
2019 *,2 *,Tierra Del Fuego,20.0,26.0,651.0,0.0,1.0,47.0
2019 *,2 *,Tucumán,153.0,12.0,116.0,684.0,321.0,166.0
2019 *,1 *,Buenos Aires,1.0,2.0,336.0,65.0,20.0,4.0
2019 *,1 *,Capital Federal,328.0,1.0,32.0,4.0,4.0,1.0
2019 *,1 *,Catamarca,27.0,4.0,16.0,0.0,2.0,34.0
2019 *,1 *,Chaco,53.0,44.0,2.0,4.0,1.0,104.0
2019 *,1 *,Chubut,37.0,23.0,2.0,14.0,3.0,80.0
2019 *,1 *,Córdoba,323.0,364.0,20.0,25.0,12.0,744.0
2019 *,1 *,Corrientes,56.0,43.0,2.0,2.0,58.0,102.0
2019 *,1 *,Entre Ríos,101.0,90.0,13.0,16.0,12.0,232.0
2019 *,1 *,Formosa,23.0,8.0,940.0,14.0,62.0,45.0
2019 *,1 *,Jujuy,33.0,12.0,153.0,640.0,44.0,90.0
2019 *,1 *,La Pampa,19.0,57.0,3.0,9.0,1.0,89.0
2019 *,1 *,La Rioja,16.0,35.0,12.0,252.0,41.0,52.0
2019 *,1 *,Mendoza,149.0,40.0,6.0,10.0,2.0,206.0
2019 *,1 *,Misiones,55.0,59.0,465.0,426.0,8.0,123.0
2019 *,1 *,Neuquén,41.0,56.0,3.0,13.0,2.0,114.0
2019 *,1 *,Río Negro,68.0,34.0,4.0,10.0,5.0,121.0
2019 *,1 *,Salta,74.0,58.0,647.0,1.0,2.0,136.0
2019 *,1 *,San Juan,52.0,6.0,808.0,3.0,1.0,62.0
2019 *,1 *,San Luis,11.0,8.0,378.0,53.0,24.0,96.0
2019 *,1 *,Santa Cruz,11.0,5.0,382.0,7.0,3.0,25.0
2019 *,1 *,Santa Fe,340.0,340.0,16.0,23.0,18.0,737.0
2019 *,1 *,Santiago Del Estero,25.0,62.0,23.0,3.0,99.0,90.0
2019 *,1 *,Tierra Del Fuego,20.0,24.0,2.0,0.0,1.0,46.0
2019 *,1 *,Tucumán,159.0,12.0,118.0,678.0,321.0,172.0
2018,4,Buenos Aires,1.0,2.0,296.0,65.0,20.0,4.0
2018,4,Capital Federal,328.0,1.0,33.0,4.0,4.0,1.0
2018,4,Catamarca,27.0,4.0,16.0,0.0,2.0,34.0
2018,4,Chaco,53.0,44.0,2.0,3.0,1.0,103.0
2018,4,Chubut,37.0,23.0,952.0,14.0,3.0,79.0
2018,4,Córdoba,329.0,356.0,18.0,22.0,13.0,737.0
2018,4,Corrientes,56.0,42.0,796.0,2.0,30.0,101.0
2018,4,Entre Ríos,101.0,86.0,5.0,15.0,14.0,222.0
2018,4,Formosa,23.0,8.0,887.0,14.0,57.0,45.0
2018,4,Jujuy,33.0,12.0,153.0,640.0,44.0,90.0
2018,4,La Pampa,19.0,55.0,3.0,8.0,1.0,86.0
2018,4,La Rioja,16.0,35.0,12.0,252.0,36.0,52.0
2018,4,Mendoza,149.0,40.0,6.0,10.0,2.0,206.0
2018,4,Misiones,56.0,54.0,465.0,426.0,6.0,116.0
2018,4,Neuquén,41.0,56.0,3.0,12.0,2.0,114.0
2018,4,Río Negro,68.0,34.0,1.0,8.0,5.0,117.0
2018,4,Salta,74.0,58.0,638.0,253.0,2.0,135.0
2018,4,San Juan,52.0,6.0,806.0,3.0,1.0,62.0
2018,4,San Luis,11.0,8.0,378.0,53.0,24.0,96.0
2018,4,Santa Cruz,11.0,5.0,382.0,6.0,3.0,25.0
2018,4,Santa Fe,336.0,323.0,14.0,19.0,29.0,720.0
2018,4,Santiago Del Estero,25.0,61.0,23.0,3.0,81.0,89.0
2018,4,Tierra Del Fuego,20.0,23.0,2.0,0.0,1.0,46.0
2018,4,Tucumán,159.0,12.0,119.0,686.0,314.0,172.0
2018,3,Buenos Aires,1.0,2.0,156.0,62.0,26.0,4.0
2018,3,Capital Federal,334.0,1.0,36.0,4.0,9.0,1.0
2018,3,Catamarca,28.0,4.0,15.0,1.0,2.0,34.0
2018,3,Chaco,54.0,42.0,2.0,3.0,1.0,102.0
2018,3,Chubut,59.0,23.0,1.0,14.0,7.0,104.0
2018,3,Córdoba,338.0,342.0,16.0,19.0,11.0,726.0
2018,3,Corrientes,56.0,41.0,212.0,1.0,32.0,99.0
2018,3,Entre Ríos,103.0,84.0,2.0,15.0,80.0,205.0
2018,3,Formosa,23.0,8.0,817.0,14.0,57.0,45.0
2018,3,Jujuy,33.0,11.0,32.0,641.0,43.0,45.0
2018,3,La Pampa,12.0,55.0,8.0,7.0,987.0,83.0
2018,3,La Rioja,17.0,35.0,13.0,253.0,35.0,52.0
2018,3,Mendoza,151.0,40.0,6.0,8.0,2.0,207.0
2018,3,Misiones,56.0,51.0,512.0,391.0,56.0,108.0
2018,3,Neuquén,47.0,54.0,998.0,12.0,3.0,117.0
2018,3,Río Negro,69.0,33.0,1.0,5.0,5.0,113.0
2018,3,Salta,77.0,54.0,678.0,234.0,1.0,133.0
2018,3,San Juan,54.0,6.0,826.0,3.0,1.0,64.0
2018,3,San Luis,11.0,8.0,368.0,53.0,2.0,74.0
2018,3,Santa Cruz,19.0,5.0,585.0,6.0,4.0,34.0
2018,3,Santa Fe,339.0,313.0,12.0,16.0,15.0,695.0
2018,3,Santiago Del Estero,26.0,59.0,23.0,2.0,81.0,86.0
2018,3,Tierra Del Fuego,19.0,23.0,2.0,1.0,2.0,46.0
2018,3,Tucumán,161.0,9.0,110.0,252.0,315.0,171.0
2018,2,Buenos Aires,1.0,2.0,144.0,71.0,28.0,4.0
2018,2,Capital Federal,342.0,978.0,36.0,4.0,9.0,1.0
2018,2,Catamarca,27.0,4.0,15.0,1.0,2.0,34.0
2018,2,Chaco,54.0,41.0,562.0,2.0,1.0,99.0
2018,2,Chubut,59.0,20.0,1.0,14.0,7.0,101.0
2018,2,Córdoba,345.0,328.0,14.0,16.0,10.0,713.0
2018,2,Corrientes,57.0,40.0,201.0,1.0,32.0,98.0
2018,2,Entre Ríos,105.0,80.0,2.0,12.0,80.0,200.0
2018,2,Formosa,24.0,7.0,18.0,14.0,57.0,45.0
2018,2,Jujuy,34.0,11.0,23.0,640.0,43.0,45.0
2018,2,La Pampa,12.0,54.0,8.0,7.0,987.0,82.0
2018,2,La Rioja,17.0,35.0,13.0,253.0,35.0,52.0
2018,2,Mendoza,153.0,37.0,3.0,6.0,2.0,201.0
2018,2,Misiones,57.0,48.0,512.0,391.0,56.0,106.0
2018,2,Neuquén,47.0,53.0,998.0,13.0,3.0,116.0
2018,2,Río Negro,69.0,33.0,1.0,4.0,5.0,112.0
2018,2,Salta,78.0,53.0,678.0,234.0,1.0,134.0
2018,2,San Juan,54.0,5.0,826.0,3.0,1.0,64.0
2018,2,San Luis,11.0,8.0,368.0,16.0,2.0,21.0
2018,2,Santa Cruz,19.0,4.0,585.0,7.0,4.0,34.0
2018,2,Santa Fe,338.0,304.0,11.0,16.0,15.0,685.0
2018,2,Santiago Del Estero,26.0,56.0,23.0,2.0,81.0,84.0
2018,2,Tierra Del Fuego,19.0,23.0,531.0,1.0,2.0,45.0
2018,2,Tucumán,160.0,9.0,110.0,252.0,315.0,170.0
2018,1,Buenos Aires,1.0,2.0,134.0,64.0,31.0,3.0
2018,1,Capital Federal,350.0,968.0,36.0,3.0,9.0,1.0
2018,1,Catamarca,27.0,4.0,15.0,1.0,2.0,34.0
2018,1,Chaco,55.0,40.0,383.0,388.0,1.0,97.0
2018,1,Chubut,56.0,20.0,1.0,14.0,7.0,98.0
2018,1,Córdoba,349.0,327.0,13.0,13.0,11.0,714.0
2018,1,Corrientes,57.0,35.0,888.0,1.0,33.0,94.0
2018,1,Entre Ríos,107.0,76.0,4.0,11.0,80.0,197.0
2018,1,Formosa,24.0,7.0,17.0,2.0,57.0,32.0
2018,1,Jujuy,34.0,10.0,23.0,28.0,43.0,44.0
2018,1,La Pampa,11.0,51.0,8.0,11.0,2.0,83.0
2018,1,La Rioja,17.0,35.0,13.0,253.0,35.0,52.0
2018,1,Mendoza,153.0,37.0,3.0,6.0,2.0,201.0
2018,1,Misiones,56.0,47.0,328.0,5.0,56.0,104.0
2018,1,Neuquén,47.0,55.0,1.0,12.0,3.0,118.0
2018,1,Río Negro,69.0,32.0,1.0,4.0,5.0,111.0
2018,1,Salta,80.0,52.0,118.0,204.0,1.0,133.0
2018,1,San Juan,54.0,5.0,826.0,2.0,1.0,63.0
2018,1,San Luis,11.0,8.0,368.0,16.0,2.0,21.0
2018,1,Santa Cruz,19.0,4.0,2.0,7.0,3.0,34.0
2018,1,Santa Fe,342.0,300.0,11.0,12.0,15.0,680.0
2018,1,Santiago Del Estero,27.0,55.0,23.0,1.0,81.0,83.0
2018,1,Tierra Del Fuego,19.0,10.0,531.0,1.0,2.0,32.0
2018,1,Tucumán,159.0,9.0,107.0,368.0,50.0,168.0
2017,4,Buenos Aires,1.0,2.0,131.0,60.0,31.0,3.0
2017,4,Capital Federal,571.0,962.0,36.0,3.0,10.0,2.0
2017,4,Catamarca,27.0,263.0,11.0,1.0,2.0,30.0
2017,4,Chaco,55.0,40.0,389.0,380.0,1.0,97.0
2017,4,Chubut,56.0,15.0,1.0,14.0,7.0,93.0
2017,4,Córdoba,350.0,325.0,13.0,12.0,11.0,710.0
2017,4,Corrientes,57.0,35.0,894.0,1.0,35.0,94.0
2017,4,Entre Ríos,108.0,74.0,2.0,10.0,86.0,194.0
2017,4,Formosa,23.0,7.0,19.0,2.0,51.0,32.0
2017,4,Jujuy,34.0,10.0,20.0,28.0,34.0,44.0
2017,4,La Pampa,11.0,50.0,8.0,11.0,2.0,82.0
2017,4,La Rioja,17.0,35.0,14.0,253.0,31.0,52.0
2017,4,Mendoza,153.0,16.0,3.0,6.0,2.0,180.0
2017,4,Misiones,56.0,47.0,95.0,5.0,54.0,104.0
2017,4,Neuquén,47.0,54.0,1.0,12.0,3.0,117.0
2017,4,Río Negro,69.0,30.0,1.0,4.0,5.0,110.0
2017,4,Salta,81.0,50.0,127.0,158.0,1.0,133.0
2017,4,San Juan,54.0,451.0,812.0,2.0,1.0,59.0
2017,4,San Luis,11.0,1.0,335.0,17.0,2.0,15.0
2017,4,Santa Cruz,19.0,2.0,582.0,5.0,4.0,29.0
2017,4,Santa Fe,342.0,294.0,11.0,11.0,15.0,672.0
2017,4,Santiago Del Estero,27.0,40.0,19.0,1.0,80.0,69.0
2017,4,Tierra Del Fuego,19.0,7.0,530.0,1.0,2.0,29.0
2017,4,Tucumán,157.0,5.0,105.0,102.0,319.0,162.0
2017,3,Buenos Aires,1.0,2.0,125.0,35.0,39.0,3.0
2017,3,Capital Federal,583.0,941.0,33.0,3.0,10.0,2.0
2017,3,Catamarca,27.0,4.0,12.0,1.0,2.0,33.0
2017,3,Chaco,55.0,37.0,456.0,36.0,1.0,94.0
2017,3,Chubut,56.0,6.0,1.0,14.0,7.0,84.0
2017,3,Córdoba,345.0,319.0,11.0,7.0,15.0,697.0
2017,3,Corrientes,56.0,34.0,947.0,1.0,27.0,93.0
2017,3,Entre Ríos,108.0,70.0,2.0,6.0,63.0,185.0
2017,3,Formosa,23.0,7.0,428.0,2.0,12.0,32.0
2017,3,Jujuy,34.0,9.0,20.0,23.0,8.0,43.0
2017,3,La Pampa,11.0,50.0,5.0,12.0,2.0,80.0
2017,3,La Rioja,17.0,35.0,14.0,252.0,25.0,52.0
2017,3,Mendoza,154.0,34.0,3.0,29.0,2.0,192.0
2017,3,Misiones,56.0,44.0,110.0,5.0,9.0,100.0
2017,3,Neuquén,48.0,52.0,1.0,12.0,3.0,116.0
2017,3,Río Negro,69.0,30.0,1.0,3.0,4.0,107.0
2017,3,Salta,81.0,50.0,127.0,158.0,1.0,133.0
2017,3,San Juan,54.0,5.0,816.0,1.0,1.0,62.0
2017,3,San Luis,11.0,8.0,347.0,26.0,2.0,22.0
2017,3,Santa Cruz,19.0,5.0,2.0,5.0,3.0,34.0
2017,3,Santa Fe,323.0,291.0,6.0,5.0,37.0,662.0
2017,3,Santiago Del Estero,28.0,54.0,19.0,911.0,35.0,83.0
2017,3,Tierra Del Fuego,22.0,7.0,622.0,1.0,2.0,31.0
2017,3,Tucumán,154.0,6.0,106.0,40.0,305.0,161.0
2017,2,Buenos Aires,1.0,2.0,119.0,22.0,24.0,3.0
2017,2,Capital Federal,615.0,932.0,39.0,3.0,11.0,2.0
2017,2,Catamarca,26.0,255.0,14.0,1.0,34.0,27.0
2017,2,Chaco,54.0,36.0,458.0,52.0,39.0,91.0
2017,2,Chubut,44.0,1.0,916.0,13.0,5.0,64.0
2017,2,Córdoba,342.0,303.0,4.0,6.0,2.0,658.0
2017,2,Corrientes,55.0,33.0,258.0,1.0,31.0,90.0
2017,2,Entre Ríos,108.0,68.0,254.0,6.0,71.0,183.0
2017,2,Formosa,22.0,6.0,17.0,1.0,13.0,30.0
2017,2,Jujuy,34.0,9.0,22.0,0.0,35.0,43.0
2017,2,La Pampa,13.0,48.0,5.0,6.0,511.0,73.0
2017,2,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0
2017,2,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0
2017,2,Misiones,57.0,43.0,103.0,5.0,9.0,100.0
2017,2,Neuquén,52.0,50.0,1.0,12.0,3.0,117.0
2017,2,Río Negro,67.0,29.0,961.0,3.0,1.0,102.0
2017,2,Salta,80.0,27.0,115.0,158.0,804.0,109.0
2017,2,San Juan,49.0,451.0,772.0,1.0,915.0,52.0
2017,2,San Luis,11.0,1.0,354.0,26.0,375.0,13.0
2017,2,Santa Cruz,15.0,3.0,1.0,5.0,2.0,26.0
2017,2,Santa Fe,330.0,228.0,3.0,5.0,1.0,567.0
2017,2,Santiago Del Estero,28.0,4.0,19.0,911.0,29.0,33.0
2017,2,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0
2017,2,Tucumán,149.0,5.0,116.0,14.0,45.0,154.0
2017,1,Buenos Aires,2.0,1.0,119.0,21.0,24.0,3.0
2017,1,Capital Federal,429.0,918.0,38.0,3.0,11.0,1.0
2017,1,Catamarca,26.0,248.0,14.0,1.0,34.0,26.0
2017,1,Chaco,54.0,34.0,252.0,52.0,39.0,89.0
2017,1,Chubut,44.0,999.0,916.0,13.0,5.0,64.0
2017,1,Córdoba,336.0,293.0,5.0,6.0,1.0,641.0
2017,1,Corrientes,55.0,32.0,236.0,1.0,31.0,89.0
2017,1,Entre Ríos,109.0,65.0,230.0,6.0,71.0,180.0
2017,1,Formosa,22.0,6.0,16.0,1.0,13.0,30.0
2017,1,Jujuy,34.0,9.0,22.0,0.0,34.0,43.0
2017,1,La Pampa,13.0,47.0,5.0,6.0,517.0,72.0
2017,1,La Rioja,16.0,0.0,15.0,2.0,28.0,16.0
2017,1,Mendoza,153.0,13.0,3.0,27.0,2.0,171.0
2017,1,Misiones,57.0,40.0,101.0,5.0,8.0,98.0
2017,1,Neuquén,52.0,48.0,1.0,12.0,3.0,115.0
2017,1,Río Negro,67.0,29.0,954.0,3.0,1.0,101.0
2017,1,Salta,80.0,27.0,114.0,158.0,679.0,108.0
2017,1,San Juan,49.0,451.0,772.0,1.0,907.0,52.0
2017,1,San Luis,11.0,1.0,354.0,26.0,375.0,13.0
2017,1,Santa Cruz,16.0,3.0,1.0,5.0,2.0,26.0
2017,1,Santa Fe,327.0,226.0,3.0,5.0,1.0,563.0
2017,1,Santiago Del Estero,30.0,4.0,19.0,911.0,29.0,34.0
2017,1,Tierra Del Fuego,23.0,7.0,665.0,1.0,2.0,33.0
